,연번,시설코드,대상 유형,근거법규,사회복지시설,"시설기관 
대분류","시설기관 
세분류",시설기관명,"사업자번호
(기관기호)",시설기관장,대표전화,대표메일,팩스,주소,운영주체,운영주체명,정원 (2026.6),현원 (2026.6),"VMS 
인증여부","가평SSN 
회원여부",아이디,비밀번호,담당자,연락처,직책,"담당자
메일",홈페이지,비고
,,,노인,노인복지법,Y,노인여가복지시설,경로당,현5리 경로당,? ,김명일,031-585-3430,? ,,조종면 청군로 1347-6,가평군,대한노인회 가평군지회,,,,,,,,,,,,
,,,노인,노인복지법,Y,노인여가복지시설,경로당,현6리 경로당,? ,김두만,031-584-3707,? ,,조종면 연인산로 18,가평군,대한노인회 가평군지회,,,,,,,,,,,,
,,,노인,노인복지법,Y,노인여가복지시설,경로당,현7리 경로당,? ,김수영,,? ,,조종면 조종희망로 58,가평군,대한노인회 가평군지회,,,,,,,,,,,,
,,,노인,노인복지법,Y,노인여가복지시설,경로당,신상1리 경로당,? ,한상식,031-585-0955,? ,,조종면 운악청계로 253,가평군,대한노인회 가평군지회,,,,,,,,,,,,
,,,노인,노인복지법,Y,노인여가복지시설,경로당,신상2리 경로당,? ,임양섭,031-585-3088,? ,,조종면 운악청계로 365,가평군,대한노인회 가평군지회,,,,,,,,,,,,
,,,노인,노인복지법,Y,노인여가복지시설,경로당,신상3리 경로당,? ,민형식,031-584-5953,? ,,조종면 세곡로 105,가평군,대한노인회 가평군지회,,,,,,,,,,,,
,,,노인,노인복지법,Y,노인여가복지시설,경로당,운악리 경로당,? ,황태연,031-585-4007,? ,,조종면 운악청계로490번길 13,가평군,대한노인회 가평군지회,,,,,,,,,,,,
,,,노인,노인복지법,Y,노인여가복지시설,경로당,운악리(세구지) 경로당,? ,김성운,031-585-6936,? ,,조종면 명지산로 86,가평군,대한노인회 가평군지회,,,,,,,,,,,,
,,,노인,노인복지법,Y,노인여가복지시설,경로당,"운악리(동구,와곡) 경로당",? ,나정현,031-585-1117,? ,,조종면 현등사길 7-8,가평군,대한노인회 가평군지회,,,,,,,,,,,,
,,,노인,노인복지법,Y,노인여가복지시설,경로당,상판리 경로당,? ,김기현,031-585-1085,? ,,조종면 명지산로 325,가평군,대한노인회 가평군지회,,,,,,,,,,,,
,,,노인,노인복지법,Y,노인여가복지시설,경로당,신하리 경로당,? ,이기천,031-584-9929,? ,,조종면 연인산로 159,가평군,대한노인회 가평군지회,,,,,,,,,,,,
,,,노인,노인복지법,Y,노인여가복지시설,경로당,신하리(간촌) 경로당,? ,이윤세,,? ,,조종면 연인산로150번길 53-3,가평군,대한노인회 가평군지회,,,,,,,,,,,,
,,,노인,노인복지법,Y,노인여가복지시설,경로당,신하리(신복) 경로당,? ,김주록,,? ,,조종면 연인산로100번길 54,가평군,대한노인회 가평군지회,,,,,,,,,,,,
,,,노인,노인복지법,Y,노인여가복지시설,경로당,마일1리 경로당,? ,장동호,031-585-3827,? ,,조종면 연인산로 535,가평군,대한노인회 가평군지회,,,,,,,,,,,,
,,,노인,노인복지법,Y,노인여가복지시설,경로당,마일2리 경로당,? ,손춘식,031-584-5906,? ,,조종면 보름골길242번길 7,가평군,대한노인회 가평군지회,,,,,,,,,,,,
,,,노인,노인복지법,Y,노인여가복지시설,경로당,대보1리(이곡) 경로당,? ,공석,031-584-6814,? ,,조종면 대보간선로 155,가평군,대한노인회 가평군지회,,,,,,,,,,,,
,,,노인,노인복지법,Y,노인여가복지시설,경로당,대보1리(하곡) 경로당,? ,전영헌,031-585-1817,? ,,조종면 대보간선로 81,가평군,대한노인회 가평군지회,,,,,,,,,,,,
,,,노인,노인복지법,Y,노인여가복지시설,경로당,대보1리(다부산) 경로당,? ,이종식,031-584-1066,? ,,조종면 대보간선로 337,가평군,대한노인회 가평군지회,,,,,,,,,,,,
,,,노인,노인복지법,Y,노인여가복지시설,경로당,대보2리 경로당,? ,왕종락,031-585-3428,? ,,조종면 대보간선로611번길 5,가평군,대한노인회 가평군지회,,,,,,,,,,,,
,,,노인,노인복지법,Y,노인여가복지시설,경로당,우목골경로당,? ,홍재경,,? ,,조종면 명지산로 152,가평군,대한노인회 가평군지회,,,,,,,,,,,,
,,,노인,노인복지법,Y,노인여가복지시설,경로당,목동1리 경로당,? ,이광열,031-582-8444,? ,,북면 화악산로 8-12,가평군,대한노인회 가평군지회,,,,,,,,,,,,
,,,노인,노인복지법,Y,노인여가복지시설,경로당,목동2리 경로당,? ,지철헌,031-582-3868,? ,,북면 멱골로 169-10,가평군,대한노인회 가평군지회,,,,,,,,,,,,
,,,노인,노인복지법,Y,노인여가복지시설,경로당,소법1리 경로당,? ,이동수,031-582-7386,? ,,북면 손일로 128,가평군,대한노인회 가평군지회,,,,,,,,,,,,
,,,노인,노인복지법,Y,노인여가복지시설,경로당,소법2리 경로당,? ,김봉곤,031-582-7438,? ,,북면 화악산로 306,가평군,대한노인회 가평군지회,,,,,,,,,,,,
,,,노인,노인복지법,Y,노인여가복지시설,경로당,화악1리 경로당,? ,김길순,031-581-0069,? ,,북면 화악지암길 8,가평군,대한노인회 가평군지회,,,,,,,,,,,,
,,,노인,노인복지법,Y,노인여가복지시설,경로당,화악2리 경로당,? ,김영도,031-582-8755,? ,,북면 화악산로 1136,가평군,대한노인회 가평군지회,,,,,,,,,,,,
,,,노인,노인복지법,Y,노인여가복지시설,경로당,도대1리 경로당,? ,신금철,031-582-5998,? ,,,가평군,대한노인회 가평군지회,,,,,,,,,,,,
,,,노인,노인복지법,Y,노인여가복지시설,경로당,도대2리 경로당,? ,신원철,031-582-7579,? ,,북면 가화로 2462,가평군,대한노인회 가평군지회,,,,,,,,,,,,
,,,노인,노인복지법,Y,노인여가복지시설,경로당,적목리 경로당,? ,오세호,031-582-5253,? ,,북면 가화로 2681,가평군,대한노인회 가평군지회,,,,,,,,,,,,
,,,노인,노인복지법,Y,노인여가복지시설,경로당,백둔리 경로당,? ,정영호,031-582-9334,? ,,북면 백둔로467번길 13,가평군,대한노인회 가평군지회,,,,,,,,,,,,
,,,노인,노인복지법,Y,노인여가복지시설,경로당,제령리 경로당,? ,이윤재,031-582-9864,? ,,북면 가화로 1197-7,가평군,대한노인회 가평군지회,,,,,,,,,,,,
,,,노인,노인복지법,Y,노인여가복지시설,경로당,이곡1리 경로당,? ,이재신,031-582-2516,? ,,북면 내촌길 50,가평군,대한노인회 가평군지회,,,,,,,,,,,,
,,,노인,노인복지법,Y,노인여가복지시설,경로당,이곡2리 경로당,? ,박선장,031-582-5772,? ,,북면 가화로 939,가평군,대한노인회 가평군지회,,,,,,,,,,,,
,,,노인,노인복지법,Y,노인여가복지시설,경로당 (분회),가평읍분회,? ,이성재,031-582-7210,? ,031-582-7211,가평읍 가화로 26-25,가평군,대한노인회 가평군지회,,,,,,,,,,,,
,,,노인,노인복지법,Y,노인여가복지시설,경로당 (분회),설악면분회,? ,박창부,031-584-7220,? ,031-585-2003,설악면 신천중앙로120번길 6-86,가평군,대한노인회 가평군지회,,,,,,,,,,,,
,,,노인,노인복지법,Y,노인여가복지시설,경로당 (분회),청평면분회,? ,권훈상,031-584-0580,? ,031-585-1080,청평면 청평중앙로 64,가평군,대한노인회 가평군지회,,,,,,,,,,,,
,,,노인,노인복지법,Y,노인여가복지시설,경로당 (분회),상면분회,? ,어성수,031-584-9038,? ,031-584-9038,상면 청군로 1107-1,가평군,대한노인회 가평군지회,,,,,,,,,,,,
,,,노인,노인복지법,Y,노인여가복지시설,경로당 (분회),조종면분회,? ,노해성,031-585-0325,? ,070-8150-0325,조종면 현창로 62,가평군,대한노인회 가평군지회,,,,,,,,,,,,
,,,노인,노인복지법,Y,노인여가복지시설,경로당 (분회),북면분회,? ,정용준,031-582-5486,? ,031-582-5486,북면 화악산로11번길 6-8,가평군,대한노인회 가평군지회,,,,,,,,,,,,
,,,노인,노인복지법,Y,노인여가복지시설,노인교실,대한노인회 가평군지회 부설노인대학,132-82-86257,김춘기,031-585-6063,? ,031-585-7084,가평읍 가화로 64,법인,사단법인 대한노인회 가평군지회,,,,,,,,,,,,
,,,노인,노인복지법,Y,노인여가복지시설,노인복지관,가평군노인복지관,132-82-83809,김정민,031-582-0763,official@gpsilver.org,031-582-4181,가평읍 가화로 161,법인,재단법인 가평군복지재단,,,,,,,,,,,http://www.gpsilver.org/,
,,,노인,노인복지법,Y,노인여가복지시설,노인복지관,청평노인복지관,? 119-82-91010,김인규,031-582-8879,? ,031-584-8879,"청평면 은고개로 39, 2층",법인,재단법인 가평군복지재단,,,,,,,,,,,https://www.8879.or.kr/,
,,,노인,노인복지법,Y,노인의료복지시설,노인요양 공동생활가정,가평효사랑요양원,855-80-02147,유순애,031-581-0688,5810688@gmail.com,,가평읍 용추로 6,개인,유순애,9,8,,,,,,,,,,9인 이하 소규모 가정이용형
,,,노인,노인복지법,Y,노인의료복지시설,노인요양 공동생활가정,상면효사랑요양원,255-80-01746,김영순,031-584-0686,hyo5840686@gmail.com,,상면 솔안길 26,개인,김인규,8,7,,,,,,,,,,9인 이하 소규모 가정이용형
,,,노인,노인복지법,Y,노인의료복지시설,노인요양 공동생활가정,노인요양 생명의 빛,,이정순,031-585-2009,healthy7@hanmail.net,,상면 기와집길 10,개인,,9,8,,,,,,,,,,소규모 노인요양공동생활가정
,,,노인,노인복지법,Y,노인의료복지시설,노인요양 공동생활가정,다일숲속요양원,205-82-60268,주신자,031-585-0009,grouphome@dail.org,,설악면 봉미산안길 330-1,법인,사회복지법인 다일복지재단,9,0,,,,,,,,,,소규모 노인요양공동생활가정
,,,노인,노인복지법,Y,노인의료복지시설,노인요양시설,가평꽃동네 평화의집,,김기숙(리드비나),031-589-0102,kkot225@hanmil.net,031-589-0226,조종면 꽃동네길 52,법인,사회복지법인 (재)예수의꽃동네유지재단(한국천주교 청주교구 소속),99,64,,,,,,,,,http://senior.kkotgp.or.kr/,대규모 법인 요양시설
,,,노인,노인복지법,Y,노인의료복지시설,노인요양시설,백둔리상신노인전문요양원,132-82-70338,박재현,031-582-9080,divayj0505@gmail.com,031-582-2551,북면 백둔로 380-102,법인,재단법인 대한예수교장로회 서울노회유지재단 상신교회(대한예수교장로회),29,26,,,,,,,,,www.sangsincare.com,수려한 자연환경 내 전문 요양
,,,노인,노인복지법,Y,노인의료복지시설,노인요양시설,우남휴드림케어,615-85-38057,김승희,031-585-8161,woonam0101@naver.com,031-585-8177,설악면 유명로 1808-20,개인,박순정,84,50,,,,,,,,,http://www.우남휴드림케어.com,"현대식 시설, 넓은 야외 산책로"
,,,노인,노인복지법,Y,노인의료복지시설,노인요양시설,해암요양원,585-80-01875,박태룡,031-8078-7210,haeam1249@naver.com,031-8007-0783,청평면 경춘로 706,개인,박태룡,49,49,,,,,,,,,http://haeam1249.blog.me,노인성 질환 전문 케어
,,,노인,노인복지법,Y,노인의료복지시설,노인요양시설,열린복지랜드 웰빙요양원,,김희신,031-585-5060,kss5062@hanmail.net,031-584-5675,설악면 유명로 1906-22,법인,김희신,48,9,,,,,,,,,http://www.ohjc.org/,치매 및 중풍 노인 돌봄
,,,노인,노인복지법,Y,노인의료복지시설,노인요양시설,가평사랑의요양원,132-80-16892,장은주,031-582-8463,chang4604@naver.com,,가평읍 태봉두밀로 525-137,개인,장은주,28,17,,,,,,,,,http://www.xn--9i2br6op3du3avi41a.kr/,가족적인 분위기의 요양시설
,,,노인,노인복지법,Y,노인의료복지시설,노인요양시설,샘물복지타운,,김태일,031-585-6271,kti_7284@naver.com,031-585-7084,상면 물골길 441-129,개인,김태일,29,20,,,,,,,,,http://sm2000.modoo.at,맞춤형 요양 서비스 제공
,,,노인,노인복지법,Y,노인의료복지시설,노인요양시설,설악양지노인요양원,808-80-01671,정경원,031-585-5805, yanggi2285@naver.com,031-585-5574,설악면 유명로 2285,개인,정경원,27,26,,,,,,,,,http://sayj9988.kr,노인성 질환자 전문 요양
,,,노인,노인복지법,Y,노인의료복지시설,노인요양시설,한솔너싱홈 청평센터,105-90-26247,이순행,031-584-3889,hsnhome@naver.com,031-584-3887,청평면 북한강로 2070,개인,이순행,75,43,,,,,,,,,www.hansolnc.com/,전문 간호 및 요양 서비스
,,,노인,노인복지법,Y,노인의료복지시설,노인요양시설,정다운요양원,335-80-02212,정병욱,031-585-7460,jungdaun491@naver.com,031-585-7462,조종면 운악청계로491번길 106,개인,김애자,23,18,,,,,,,,,http://blog.naver.com/jungdaun491,소규모 집중 돌봄 시설
,,,노인,노인복지법,Y,노인의료복지시설,노인요양시설,청평설악요양원,,오상철,031-585-8866,nursingcarehome@naver.com,031-585-8865,설악면 유명로 1708-66,개인,오상철,29,22,,,,,,,,,http://www.seorakcare.com,
,,,노인,노인복지법,Y,노인의료복지시설,노인요양시설,이레요양원,131-80-27848,김영수,031-585-0947,bullkim7@naver.com,031-585-0948,설악면 유명로 1277-26,개인,,15,13,,,,,,,,,http://www.jirehlove.co.kr,소규모 전문 요양 시설
,,,노인,노인복지법,Y,노인주거복지시설, 노인복지주택,청심빌리지,132-82-06762,차상협,010-589-5300,,031-585-4100,설악면 미사리로 191-16,법인,사회복지법인 청심복지재단,310,,,,,,,,,,,시니어 타운 형태의 대규모 주택
,,,노인,노인복지법,Y,노인주거복지시설,노인공동생활가정,원방의 집,,이성완,031-581-1435,,,가평읍 호반로 2135,개인,,9,,,,,,,,,,,가정과 같은 주거환경 제공
,,,노인,노인복지법,Y,노인주거복지시설,노인복지주택,생명의빛홈타운,647-82-00479,김도경,031-5175-9811~2,hometown2022@naver.com,031-584-9815,설악면 봉미산안길 335,법인,밀알복지재단(이사장 홍정길),66,,,,,,,,,,http://생명의빛홈타운.com,노인 맞춤형 주거 복지주택
,,,노인,노인복지법,Y,노인주거복지시설,노인양로시설,아름다운 집,,김영애,031-582-8061,,,가평읍 복장포길 50,법인,사회복지법인 아름다운집재단(대표이사 정일웅),29,,,,,,,,,,,무료/유료 양로시설
,,,노인,노인복지법,Y,노인주거복지시설,노인양로시설,열린효경원,,김희신,031-585-5671,kss5062@hanmail.net,031-584-5675,설악면 유명로 1906-22,개인,김희신,22,,,,,,,,,,,노인 양로 및 주거 지원
,,,노인,"노인복지, 장기요양법",Y,재가노인복지시설,방문요양서비스 제공시설,효사랑재가노인복지센터,24182000105,,031-581-6661,pookr87@nate.com,,청평면 잠곡로 14 1층,개인,,,,,,,,,,,,http://ok114.co.kr/0315816661,"방문요양, 방문목욕"
,,,노인,"노인복지, 장기요양법",Y,재가노인복지시설,방문요양서비스 제공시설,굿모닝재가방문센터,34182000077,,031-581-8118,,,가평읍 오리나무길 4 2층,개인,,,,,,,,,,,,,"방문요양, 방문목욕"
,,,노인,"노인복지, 장기요양법",Y,재가노인복지시설,방문요양서비스 제공시설,가족사랑재가복지센터,24182000111,,031-584-5579,sundol20@naver.com,,청평면 청평중앙로 21 1층,개인,,,,,,,,,,,,,"방문요양, 방문목욕"
,,,노인,"노인복지, 장기요양법",Y,재가노인복지시설,방문요양서비스 제공시설,효드림방문요양센터,24182000115,,031-585-0188,taisoon4844@naver.com,,조종면 조종새싹로4번길 21 1층,개인,,,,,,,,,,,,http://xn--hy1bm6gu6as1av5od8g1zb493b1hl.kr/,방문요양
,,,노인,"노인복지, 장기요양법",Y,재가노인복지시설,방문요양서비스 제공시설,가평희망재가요양센터,34182000088,,031-584-6608,,,청평면 청평중앙로 17-1,개인,,,,,,,,,,,,http://blog.naver.com/1406324,방문요양
,,,노인,"노인복지, 장기요양법",Y,재가노인복지시설,방문요양서비스 제공시설,설악참사랑방문요양센터,34182000043,,031-584-5521,seh3711@naver.com,,설악면 신천중앙로120번길 6-70 101호,개인,,,,,,,,,,,,,"방문요양, 방문목욕"
,,,노인,"노인복지, 장기요양법",Y,재가노인복지시설,방문요양서비스 제공시설,행복한재가복지센터,24182000117,,031-585-5018,eunice2003@hanmail.net,,설악면 한서로156번길 52-20,개인,,,,,,,,,,,,http://blog.naver.com/eunice74311,"방문요양, 방문목욕"
,,,노인,"노인복지, 장기요양법",Y,재가노인복지시설,방문요양서비스 제공시설,가평으뜸재가복지센터,34182000066,,031-581-0026,ggonzza01@hanmail.net,,가평읍 가화로 135 1층,개인,,,,,,,,,,,,,방문요양
,,,노인,"노인복지, 장기요양법",Y,재가노인복지시설,방문요양서비스 제공시설,성심재가복지센터,34182000033,, 031-585-0263,sungsam0235@hanmail.net,,상면 원흥길 14,개인,,,,,,,,,,,,http://sungsimjaega.modoo.at,"방문요양, 방문목욕"
,,,노인,"노인복지, 장기요양법",Y,재가노인복지시설,방문요양서비스 제공시설,마음자리 방문간호센터,34182000061,,031-584-1407,,,청평면 청평중앙로 35,개인,,,,,,,,,,,,https://blog.naver.com/ttengii,"방문요양, 방문목욕, 방문간호"
,,,노인,"노인복지, 장기요양법",Y,재가노인복지시설,방문요양서비스 제공시설,가평한우리재가복지센터,34182000094,,031-581-6886,shsv6947@gmail.com,,가평읍 가화로 260,개인,,,,,,,,,,,,,"방문요양, 방문목욕"
,,,노인,"노인복지, 장기요양법",Y,재가노인복지시설,방문요양서비스 제공시설,샬롬재가요양센터,34182000045,,031-584-4697,scj1028@hanmail.net,,설악면 신천중앙로 120 2층,개인,,,,,,,,,,,,,"방문요양, 방문목욕"
,,,노인,"노인복지, 장기요양법",Y,재가노인복지시설,방문요양서비스 제공시설,행복재가복지센터,24182000122,,031-585-8291,jirehfgc@naver.com,,청평면 잠곡로 10 2층,개인,,,,,,,,,,,,,방문요양
,,,노인,"노인복지, 장기요양법",Y,재가노인복지시설,방문요양서비스 제공시설,신애원재가복지센터,24182000134,,031-584-8868,lonsin83@naver.com,,조종면 현창로56번길 13 ,개인,,,,,,,,,,,,,"방문요양, 방문목욕"
,,,노인,"노인복지, 장기요양법",Y,재가노인복지시설,방문요양서비스 제공시설,가평사랑재가방문요양센터,24182000142,,031-582-7779,ksh102776@hanmail.net,,가평읍 연인2길 10 3층 302호 (상아빌딩),개인,,,,,,,,,,,,,방문요양
,,,노인,"노인복지, 장기요양법",Y,재가노인복지시설,방문요양서비스 제공시설,보람재가복지센터,24182000147,,031-584-3320,yds6543@hanmail.net,,가평읍 가화로 33 2층,개인,,,,,,,,,,,,,방문요양
,,,노인,"노인복지, 장기요양법",Y,재가노인복지시설,방문요양서비스 제공시설,함께재가복지센터,24182000129,,031-584-6432,yhj6367@naver.com,,청평면 청평중앙로26번길 9 1층,개인,,,,,,,,,,,,,방문요양
,,,노인,"노인복지, 장기요양법",Y,재가노인복지시설,방문요양서비스 제공시설,다솜재가복지센터,24182000144,,031-585-7994,,,청평면 경춘로 1401 2층,개인,,,,,,,,,,,,,방문요양
,,,노인,"노인복지, 장기요양법",Y,재가노인복지시설,방문요양서비스 제공시설,심청이재가복지전문시설,24182000141,,031-584-8886,care8882@naver.com,,청평면 여울길 14 1층 (청평면),개인,,,,,,,,,,,,,방문요양
,,,노인,"노인복지, 장기요양법",Y,재가노인복지시설,방문요양서비스 제공시설,마음자리재가복지센터,24182000118,,031-584-1321,dmsgml7239@daum.net,,청평면 청평중앙로 45-1 2층,개인,,,,,,,,,,,,http://cafe.naver.com/0315841321,방문요양
,,,노인,"노인복지, 장기요양법",Y,재가노인복지시설,방문요양서비스 제공시설,사랑방재가복지센터,24182000145,,031-8078-7111,cplove2492@naver.com,,청평면 청평중앙로 6 1층,개인,,,,,,,,,,,,,방문요양
,,,노인,"노인복지, 장기요양법",Y,재가노인복지시설,방문요양서비스 제공시설,고운정재가복지센터,24182000138,,031-585-3588,onjeongs@naver.com,,청평면 북한강로1556번길 66-23,개인,,,,,,,,,,,,https://blog.naver.com/onjeongs,"방문요양, 방문목욕"
,,,노인,"노인복지, 장기요양법",Y,재가노인복지시설,방문요양서비스 제공시설,은혜로운재가복지센터,24182000120,,031-584-4344,lih2916@naver.com,,청평면 청평중앙로72번길 16 2층,개인,,,,,,,,,,,,http://blog.naver.com/lih2916,방문요양
,,,노인,"노인복지, 장기요양법",Y,재가노인복지시설,방문요양서비스 제공시설,선재재가복지센터,34182000093,,031-584-0657,han9062@hanmail.net,,청평면 남이터길 65 1동,개인,,,,,,,,,,,,,방문요양
,,,노인,"노인복지, 장기요양법",N,재가노인복지시설,복지용구서비스 제공시설,백세플러스의료기,34182000064,,031-585-2080,,,청평면 강변로 47,개인,,,,,,,,,,,,http://blog.naver.com/sky5852080,
,,,노인,"노인복지, 장기요양법",N,재가노인복지시설,복지용구서비스 제공시설,희망의료기센터,34182000082,,031-581-9411,kyj020507@naver.com,,가평읍 가화로 169 ,개인,,,,,,,,,,,,http://blog.naver.com/kyj020507,
,,,노인,"노인복지, 장기요양법",N,재가노인복지시설,복지용구서비스 제공시설,가평의료기복지용구,24182000128,,010-6555-9822,35688gp@naver.com,,가평읍 가화로 89 1층,개인,,,,,,,,,,,,https://blog.naver.com/36588help,
,,,노인,"노인복지, 장기요양법",N,재가노인복지시설,복지용구서비스 제공시설,봄봄의료기,24182000132,,031-582-3080,24herb@naver.com,,가평읍 가화로 140-2 1층,개인,,,,,,,,,,,,http://blog.naver.com/sky5823080,
,,,노인,"노인복지, 장기요양법",Y,재가노인복지시설,주야간보호 등 복합서비스 제공시설,가평중앙재가노인복지센터,24182000102,,031-581-0019,yun760518@hanmail.net,,가평읍 가화로 228-6,개인,,53,84,,,,,,,,, http://www. rkvudwnddkd.co.rk,"주야간(치매전담), 방문요양, 방문목욕"
,,,노인,"노인복지, 장기요양법",Y,재가노인복지시설,주야간보호 등 복합서비스 제공시설,소풍 노인주간보호센터,34182000073,,031-581-2006,picnic327@naver.com,,가평읍 양지말길 167,개인,,29,24,,,,,,,,,http://blog.naver.com/picnic327,"주야간, "
,,,노인,"노인복지, 장기요양법",Y,재가노인복지시설,주야간보호 등 복합서비스 제공시설,길누리어르신재가복지센터,34182000070,,031-584-2717,happy2717@naver.com,,가평읍 아랫마장길 48,개인,,31,28,,,,,,,,,http://cafenaver.com/gillurl68,
,,,노인,"노인복지, 장기요양법",Y,재가노인복지시설,주야간보호 등 복합서비스 제공시설,행복한재가복지센터,24182000117,,031-585-5018,eunice2003@hanmail.net,,설악면 한서로156번길 52-20,개인,,21,21,,,,,,,,,http://blog.naver.com/eunice74311,
,,,노인,"노인복지, 장기요양법",Y,재가노인복지시설,주야간보호 등 복합서비스 제공시설,청평노인주간보호센터,34182000072,,031-584-1761,jdb7106@nate.com,,청평면 강변로 45-11,개인,,24,27,,,,,,,,,,"주야간, 방문요양"
,,,노인,"노인복지, 장기요양법",Y,재가노인복지시설,주야간보호 등 복합서비스 제공시설,생명의빛주간보호1호,34182000097,,031-585-5290,healthy7@hanmail.net,,상면 기와집길 8,개인,,20,13,,,,,,,,,,주야간
,,,노인,"노인복지, 장기요양법",Y,재가노인복지시설,주야간보호 등 복합서비스 제공시설,A+가평주야간보호센터,24182000114,,031-582-9988,aplus_care@naver.com,,가평읍 문화로 154 1층,개인,,51,49,,,,,,,,,http://https://blog.naver.com/aplus_gp_care,"주야간, 방문요양"
,,,노인,"노인복지, 장기요양법",Y,재가노인복지시설,주야간보호 등 복합서비스 제공시설,생명의빛주간보호센터,34182000063,,031-585-2009,healthy7@hanmail.net,,상면 기와집길 10,개인,,9,9,,,,,,,,,,주야간
,,,노인,"노인복지, 장기요양법",Y,재가노인복지시설,주야간보호 등 복합서비스 제공시설,하나재가노인복지센터,34182000069,,031-581-0042,hana66199@naver.com,,가평읍 가화로 166,개인,,35,23,,,,,,,,,http://cafe.naver.com/hana6619,"주야간, 방문요양"
,,,노인,"노인복지, 장기요양법",Y,재가노인복지시설,주야간보호 등 복합서비스 제공시설,설악양지재가노인복지센터,24182000109,,031-585-5870,yangji12285@naver.com,,설악면 유명로 2285,개인,,25,25,,,,,,,,,http://seorakcare.ad-media.kr/,"주야간(치매전담), 방문요양"
,,,노인,"노인복지, 장기요양법",Y,재가노인복지시설,주야간보호 등 복합서비스 제공시설,예사랑재가복지센터,24182000116,,031-584-5679,lkoleeok@nate.com,,조종면 현창로 28-5 4층,개인,,28,23,,,,,,,,,http://blog.naver.com/lkoieeok1,"주야간, 방문요양, 방문목욕"
,,,노인,"노인복지, 장기요양법",Y,재가노인복지시설,주야간보호 등 복합서비스 제공시설,청평돌봄주야간재가센터,24182000127,,031-584-9982,rhdudwo0213@naver.com,,청평면 청평중앙로 47-5 1층,개인,,30,25,,,,,,,,,,"주야간, 방문요양"
,,,노인,"노인복지, 장기요양법",Y,재가노인복지시설,주야간보호 등 복합서비스 제공시설,플러스안먹골주간보호센터,24182000124,,031-585-6750,pookr87@nate.com,,상면 안먹골길 70-1,개인,,40,32,,,,,,,,,http://daycareplus@naver.com,주야간
,,,노인,"노인복지, 장기요양법",Y,재가노인복지시설,주야간보호 등 복합서비스 제공시설,늘푸른주야간재가복지센터,24182000135,,031-585-0788,lj0210@naver.com,,청평면 강변나루로 74-6,개인,,14,14,,,,,,,,,,"주야간, 방문요양"
,,,노인,"노인복지, 장기요양법",Y,재가노인복지시설,주야간보호 등 복합서비스 제공시설,조종재활재가노인복지센터,24182000143,,031-585-0373,isarang1024@naver.com,,조종면 조종새싹로 49 1층,개인,,45,14,,,,,,,,,http://blog.naver.com/jojong0373,"주야간, 방문요양"
,,,노인,"노인복지, 장기요양법",Y,재가노인복지시설,주야간보호 등 복합서비스 제공시설,청평설악주야간재가복지센터,24182000137,,031-585-8890,winybob@hanmail.net,,설악면 유명로 1708-66,개인,,24,17,,,,,,,,,http:////blog.naver.com/daycare7371,주야간
,,,아동,아동복지법,Y,아동돌봄시설,다함께돌봄센터,가평읍 행복자람돌봄센터,? 641-82-00409,오미경,070-4129-1000,? ,,"가평읍 석봉로191번길 10, 2층",법인,가평군복지재단,,,,,,,,,,,http://www.gcwf.or.kr/gcwf/sub02_04.php,
,,,아동,아동복지법,Y,아동돌봄시설,다함께돌봄센터,설악면 다함께돌봄센터,? ,노수정,031-584-0612,? ,031-584-0613,설악면 한서로 18-16,법인,가평군복지재단,,,,,,,,,,,http://www.gcwf.or.kr/gcwf/,
,,,아동,아동복지법,Y,아동돌봄시설,다함께돌봄센터,청평면 다함께돌봄센터,? ,김동숙,031-584-0456,? ,031-584-0457,"청평면 청평중앙로72번길 3, 2층",법인,가평군복지재단,,,,,,,,,,,,
,,,아동,아동복지법,Y,아동돌봄시설,다함께돌봄센터,조종면 다함께돌봄센터,? ,피일연,031-585-0920,? ,031-585-0921,조종면 조종내길 73,법인,가평군복지재단,,,,,,,,,,,,
,,,아동,아동복지법,Y,아동복지시설,공동생활가정(그룹홈),행복이 가득한 집,,이상미,070-4103-7045,,,설악면 유명산길 64,개인,,7,,,,,,,,,,https://www.kkot.or.kr/home/,가정형 아동 보호시설
,,,아동,아동복지법,Y,아동복지시설,공동생활가정(그룹홈),사랑이 가득한 집,,이상미,031-584-7041,,,"설악면 유명로 1090-9, A동",개인,,7,,,,,,,,,,,가정형 아동 보호시설
,,,아동,아동복지법,Y,아동복지시설,공동생활가정(그룹홈),썸머힐,,나성금,031-584-2019,summerhill48@naver.com,,"청평면 경춘로 807-45, 105동 102호 (청평세양청마루아파트)",개인,나성금,7,,,,,,,,,,,아파트 단지 내 공동생활가정
,,,아동,가평군 어린이 놀이체험시설 관리 및 운영조례,N,아동복지시설,어린이 놀이체험 시설,가평군어린이음악놀이터,,가평군수,031-581-2246,,,가평읍 중앙로 10,가평군,사회복지과 아동돌봄팀,,,,,,,,,,,https://www.gp.go.kr/portal/contents.do?key=2238,
,,,아동,아동복지법,Y,아동복지시설,지역아동센터,가평지역아동센터,? ,조계영,070-7404-2722,gpccc2722@hanmail.net,031-582-2722,가평읍 아랫마장길 16,개인,조계영,,,,,,,,,,,https://www.hjy.kr/center/index.php?cId=kilbg,
